연도,시도코드,시도명,시군구코드,시군구명,학교명,학교구분명,수업연한,학위과정명,주야과정명,학과상태명,학과명,학과코드명(7대계열),표준분류계열코드,대학자체계열명,단과대학명,학교학과특성명,주요교과목명,입학정원수,졸업자수,관련직업명,수정일자,데이터기준일자,제공기관코드,제공기관명
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,그린스마트시티학과,U04020200060,B07057,자연과학,융합기술대학,일반과정,ARVR공간정보실습+IoT빅데이터분석실습+스마트리빙스페이스디자인(PBL)+디지털설계스튜디오I(스마트정원)(PBL)+지속가능발전과그린스마트시티+그린스마트LIM+디지털설계스튜디오II(스마트공원)(PBL)+그린스마트산업과스타트업+디지털적산및현장실습+그린스마트시티법규+디지털그린환경관리+디지털(AI)공간환경정보학+그린웰빙투어리즘+기후재앙시대의생태환경+에코디자인과공학랩+디지털측량학실습+그린플랜팅+디지털설계스튜디오IV(스마트도시계획)(PBL)+경관환경생태학+그린스마트시티학원론+그린환경식물학+디지털설계(CAD)+녹색식물기술학+도시문화와예술사I+GIS공간환경분석+GIS공간환경계획설계+도시문화와예술사II+디지털시공구조학및재료학+디지털설계스튜디오III(스마트생태단지계획)(PBL)+생태복원공학,42,0,도시계획가+조경연구원+친환경건축가+환경영향평가원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,그린화학공학과,U04100100166,D20097,공학,공과대학,일반과정,일반물리학및연습I+대학기초수학(그린화학공학)+일반물리학및연습II(PBL)+미적분학(그린화학공학)+공업화학+일반화학및연습I+일반화학및연습II+화공단위조작+폐기물관리공학및실험+그린화학공정설계+분자설계공학및실습(PBL)+전산모델링및실습+에너지변환공학및실습+기초생명공학Ⅰ+유기화학+기초생명공학Ⅱ+환경미생물학+공업수학(PBL)+화공분석화학+캡스톤디자인Ⅱ(그린화학공학)+화공열역학+생명공학및실험Ⅰ+화학반응공학및연습+화학공학양론+공정유체역학+폐기물처리공학+화학공정제어+전기화학공학및실습+생명공학및실험Ⅱ+대기오염제어공학+폐기물자원화공학+에어로졸공학+캡스톤디자인Ⅰ(그린화학공학)+유해폐기물처리공학+열및물질전달,52,52,공무원+대체에너지개발기술자+바이오산업 및 식품회사+바이오의약품연구원+보건위생 및 환경검사원+비누 및 화장품화학공학기술자+산업안전 및 위험관리원+생명공학자+에너지공학기술자+연료전지개발 및 연구자+의약품화학공학기술자+태양열연구 및 개발자+토양(환경)공학기술자+폐기물처리기술자+화장품개발자+화학공학기술자+환경 및 보건위생검사원+환경공학기술자+환경공학시험원+환경교사+환경영향평가원+환경컨설턴트,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,글로벌금융경영학부,U02010500226,A03151,인문사회,융합기술대학,일반과정,경제학원론+금융경영세미나(캡스톤디자인)+마케팅전략+손해보험세미나(PBL)+경영프로젝트(캡스톤디자인)+경영통계학+사회보험론+손해보험론+자연재해보험실무+연금론+손해사정이론+경영학원론+위험관리론+회계원리+경영전략론+재무관리+보험계약법+비즈니스실무영어+투자론+건강보험론+증권분석론+재무설계I+원가회계+파생상품및금융공학+금융상품론+관리회계+재무설계II,68,65,감정평가사+경리사무원+경영컨설턴트+관세사+국제회의전문가+국회의원+금융관련사무원+금융관리자+금융자산운용가+기업고위임원+노무사+보험계리사+보험관리자+보험대리인 및 중개인+보험사무원+보험설계사+부동산중개인+선물거래중개인+세무사+스포츠에이전트+신용분석가+신용추심원+외환딜러+재무관리자+전문비서+전자상거래전문가+조세행정사무원+증권중개인+출납창구사무원+투자분석가(애널리스트)+헤드헌터+호텔지배인+회계사+회계사무원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,글로벌지역학부,U01011200086,A01999,인문사회,글로벌인문학부대학,일반과정,글로벌사회와지역문화+글로벌시대의인문학,153,0,번역가+외국어교사+통역가,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,글로벌지역학부 한국언어문화전공,U01010200122,A01002,인문사회,글로벌인문학부대학,일반과정,한국문학의이해+한국어교육개론+한국어학의이해+한국의전통문화+한국현대시의이해+한국문화교육론+한국어발음교육론+고전명작읽기와감상+한국민속학+한국현대문화비평+한국어표현교육론+한국어어문규범+문예창작실습+한국어문법론+한국현대소설의이해+한국고전서사와문화콘텐츠+언어학개론+사회언어학+한국고전문학스토리텔링(PBL)+한국어어휘교육론+현대한국사회+한국문학사+한국어문법교육론+한국현대시와사회+한국문학과세계문학+응용언어학+한국어교육실습+한국시가문화의이해+한국어교재론+한국어한자교육론+한국어이해교육론,33,38,기자+방송연출가(프로듀서)+방송작가+번역가+사서+소설가+시인+아나운서+언어학연구원+영화시나리오작가+작가+작사가+출판물기획자+출판물기획전문가+출판물편집자+카피라이터+평론가,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,기타(소속학과없음),Z99999999999,A99999,인문사회,단과대구분없음,일반과정,,0,0,,2017-04-06,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,기타모집단위,U01020800121,A99999,인문사회,단과대구분없음,일반과정,,0,0,,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,독일어권지역학전공,U01010700032,A02017,인문사회,글로벌인문학부대학,일반과정,기초독일어+문학으로읽는독일역사+독일문학과문화콘텐츠+독일어회화1+독일어연습1+현대독일의사회와문화+시청각독일어실습1+한독문화비교(캡스톤디자인)+독일어회화6+독일어회화2+독일어연습2+시청각독일어실습2+독일의공연예술+영화로보는독일사회(PBL)+독일어텍스트읽기+독일어회화3+독일문학과영화의이해+독일과EU+독일어회화4+독일어권기업문화론(캡스톤디자인)+독일의도시와축제+실용독일어+독일어회화5+ZD독일어+독일어쓰기,0,8,관광통역안내원+기자+번역가+여행안내원+외교관+의료관광코디네이터+인문사회계열교수+저작권에이전트+통역가+해외주재원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,디자인학부,U07010100010,C13125,예체능,디자인대학,일반과정,디자인교육프로그램개발+디자인교수학습 방법(유아초등중등일반)+기초디자인1+관찰과표현기법+디자인교육론+디지털미디어+기초디자인2,195,0,도예디자이너+시각디자이너+인테리어디자이너+패션디자이너,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,디자인학부 AR VR미디어디자인전공,U07010300085,C13125,예체능,디자인대학,일반과정,AR VR기초디자인+AR VR모션디자인Ⅰ+AR VR스토리텔링+AR VR프레이밍디자인+AR VR모션디자인Ⅱ+가상현실기초프로그래밍+AR VR콘텐츠스튜디오Ⅱ(캡스톤디자인)+AR VR디자인스튜디오Ⅵ(PBL)+AR VR포트폴리오+AR VR디자인스튜디오Ⅰ+AR VR서비스기획론+AR VR디자인프로그래밍Ⅰ+AR VR3D시뮬레이션Ⅰ+AR VR디자인스튜디오Ⅱ+AR콘텐츠디자인Ⅰ+AR VR디자인프로그래밍Ⅱ+AR VR3D시뮬레이션Ⅱ+AR VR콘텐츠스튜디오Ⅰ(캡스톤디자인)+AR VR디자인스튜디오Ⅴ(PBL)+트렌스미디어디자인+VR영상미디어디자인+AR VR디자인프로그래밍응용+AR VR디자인스튜디오Ⅲ(PBL)+AR콘텐츠디자인Ⅱ+VR인터랙티브미디어디자인+AR사용자중심디자인+AR VR디자인스튜디오Ⅳ(PBL)+AR VR디자인코딩,20,0,가상현실(VR)디자이너+가상현실전문가+증강현실전문가,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,러시아어권지역학전공,U01010800028,A02017,인문사회,글로벌인문학부대학,일반과정,러시아어첫걸음+러시아영화와애니메이션+비즈니스실무러시아어+미디어번역연습+신실크로드와한류(PBL)+러시아·중앙아시아이슈스케치+러시아문화콘텐츠+중앙아시아문명사+러시아어1+러시아어회화1+러시아어연습1+현대러시아의사회와문화+러시아예술의매혹+러시아어2+러시아어회화2+러시아어연습2+러시아의역사+러시아문학과사상+러시아명작특강+러시아어3+러시아어회화3+핵심러시아어문법+TORFL러시아어 +러시아문화읽기+러시아·중앙아시아시장과기업문화(PBL)+미디어로보는러시아·중앙아시아+러시아어회화4+러시아어어휘와문장,0,9,관광통역안내원+기자+번역가+여행안내원+외교관+의료관광코디네이터+인문사회계열교수+저작권에이전트+출판물기획전문가+통역가+해외주재원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,사회체육전공,U07030200043,C10120,예체능,융합기술대학,일반과정,인라인+스포츠인문학적탐구+야외활동+스포츠건강관리(PBL)+스포츠미디어실습(캡스톤디자인)+골프Ⅱ+스포츠영어회화+졸업실기+사회체육연구법+스포츠마사지/테이핑+스포츠사회학+검도Ⅰ+래프팅+수영Ⅱ+인체해부학+안전교육+테니스Ⅰ+검도Ⅱ+태권도Ⅱ+스키+운동생리학+골프Ⅰ+테니스Ⅱ+웨이트트레이닝+트레이닝론(PBL)+건강교육론(PBL)+수상스키+윈드서핑+스킨스쿠버+스포츠심리학+운동역학+운동재활Ⅰ(PBL)+스노우보드+운동재활Ⅱ+운동처방론(캡스톤디자인)+스포츠복지론+측정평가,0,27,각종스포츠지도자+건강관리사 및 운동처방사+경기감독 및 코치+경기기록원+경기심판+경기심판원+경찰관+경호원+군인+다이어트프로그래머+레크리에이션강사+리조트직원+무도지도자+방과후교실지도자+생활체육지도자+선수트레이너+스포츠강사+스포츠과학연구원+스포츠에이전트+스포츠트레이너+여가레크리에이션지도자+여가카운슬러+임상병리사+체육용품회사+체육행정직공무원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,세라믹디자인전공,U07010500061,C13125,예체능,디자인대학,일반과정,환경도자스튜디오2+리빙제품스튜디오2+테이블웨어디자인+디지털디자인1+공예교육론+생활소품디자인+세라믹데코레이션+포트폴리오+제품도자스튜디오2(캡스톤디자인)+조형도자디자인+테이블웨어디자인2+공예교육프로그램개발+세라믹몰드기법+세라믹쥬얼리디자인(PBL)+세라믹매니지먼트(캡스톤디자인)+환경도자디자인1(PBL)+프로덕트디자인1(캡스톤디자인)+환경도자스튜디오1+리빙제품스튜디오1+스포츠융합디자인의이해(PBL)+리빙제품디자인1+제품도자스튜디오1(캡스톤디자인)+디지털디자인2+공예교수학습방법+프로덕트디자인2(캡스톤디자인)+세라믹트렌드연구(PBL)+리빙제품디자인2+환경도자디자인2(PBL),0,7,3D그래픽전문가+MD+VMD+공간 디자이너+그래픽디자이너+도예디자이너+도예연구사+도예지도교사+도자공방자영+도자기공예기능사+문화기획자+세라믹기술자+소품디자이너+인테리어디자이너+인테리어코디네이터+전시기획자+제품디자이너+제품생산관련관리자+조명디자이너+주얼리디자이너+주얼리코디네이터+창업+캐릭터디자이너+큐레이터+키친디자이너+팬시상품디자이너,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,소프트웨어학과,U04080200017,D15089,공학,공과대학,일반과정,컴퓨터프로그래밍실습(PBL)+데이터구조실습(PBL)+알고리즘실습(PBL)+소프트웨어프로젝트I(PBL)+컴퓨터그래픽스(PBL)+소프트웨어공학(PBL)+소프트웨어프로젝트II(PBL)+컴퓨터프로그래밍Ⅱ(PBL)+웹프로그래밍+소프트웨어특강+지능형소프트웨어+데이터구조(PBL)+오픈소스리눅스프로그래밍(PBL)+알고리즘(PBL)+컴퓨터프로그래밍Ⅰ(PBL)+소프트웨어개론(SW)+확률통계(Flip)+이산수학+컴퓨터구조+소프트웨어캡스톤디자인Ⅱ+객체지향프로그래밍+데이터베이스+임베디드loT프로그래밍+모바일프로그래밍+빅데이터개론(PBL)+인간-컴퓨터 상호작용+운영체제(PBL)+네트워크+시스템프로그래밍(PBL)+소프트웨어캡스톤디자인Ⅰ+정보보호+웹서버프로그래밍(PBL)+영상처리(PBL)+프로그래밍트레이닝(PBL),47,45,네트워크관리자+네트워크시스템분석가 및 개발자+네트워크프로그래머+데이터베이스개발자+데이터베이스관리자+데이터분석전문가+모바일앱개발자+모바일콘텐츠개발자+변리사+소프트웨어테스팅전문가+스마트폰앱개발자+시스템소프트웨어개발자+시스템운영관리자+웹프로그래머+응용소프트웨어개발자+이공학계열교수+정보보호전문가+컴퓨터공학기술자+컴퓨터프로그래머,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,스마트정보통신공학과,U04080300541,D15091,공학,공과대학,일반과정,데이터분석+지능비전시스템+C프로그래밍(PBL)+IT Engineering프로젝트+미적분학+컴퓨터구조+정보통신기술세미나+객체지향프로그래밍(PBL)+프로그래밍프로젝트+공업수학+OOP프로그래밍설계+신호및시스템+정보통신응용SW프로젝트+통신시스템설계+캡스톤디자인(스마트정보통신공학)+웹프레임워크설계+데이터베이스+머신러닝+네트워크설계+무선통신시스템+창의종합설계(스마트정보통신공학)+반도체공학및공정+창의전공설계(스마트정보통신공학)+스마트모바일프로그램설계(PBL)+자료구조설계(SW)+전기회로및설계+GUI프로그래밍(PBL)+웹프로그래밍+알고리즘+전자회로및설계+서버프로그래밍+지능형시스템개론+네트워크보안,75,49,LED연구 및 개발자+RFID시스템개발자+가상현실전문가+게임기획자+게임프로그래머+디지털영상처리전문가+모바일콘텐츠개발자+반도체공학기술자+반도체장비기술자+변리사+스마트폰앱개발자+시스템소프트웨어개발자+시스템엔지니어+시스템컨설턴트+영상녹화 및 편집기사+웹마스터+웹프로그래머+음성처리전문가+응용소프트웨어개발자+의료장비기술영업원+전기 및 전자설비조작원+전기공학기술자+전자계측제어기술자+전자제품개발기술자+전자통신장비기술영업원+정보보호전문가+컴퓨터공학기술자+컴퓨터프로그래머+태양광발전연구 및 개발자+통신 및 관련 장비설치 및 수리원+통신공학기술자,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,스페이스디자인전공,U07010500424,C13125,예체능,디자인대학,일반과정,제도와표현기법+Living스페이스디자인(PBL)+디지털드로잉+기초실내디자인+스페이스디자인스튜디오Ⅲ(캡스톤디자인)+Shop스페이스디자인(PBL)+재료와색채디자인+버추얼스페이스디자인Ⅰ+가구와인간공학+한국전통공간이야기+실내공간만들기+버추얼스페이스디자인Ⅱ(SW)+실내코디와디스플레이+공간그래픽+가구와환경디자인(캡스톤디자인)+스페이스디자인스튜디오Ⅰ(캡스톤디자인)+스페이스디자인스튜디오Ⅱ(캡스톤디자인)+Work스페이스디자인(PBL)+공간속의빛이야기+실내공간해부학+MR스페이스디자인+Play스페이스디자인(캡스톤디자인)+서양실내건축사,0,0,건축설계기술자+건축시공기술자+공간 디자이너+디스플레이어+디자인강사+인테리어디자이너+인테리어코디네이터+친환경건축가+친환경건축컨설턴트+캐드원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,스포츠경영전공,U07030200252,C99999,예체능,융합기술대학,일반과정,스포츠투어리즘+스포츠산업공학론+웨이트트레이닝기초+하계스포츠+스포츠이벤트기획론+배드민턴+스포츠와사회환경+스포츠생리학실습+전공실기+스포츠프로그래밍+야영과리더십+스포츠헬스케어디바이스실습+테니스+스포츠와안전+요가+운동학습+웨이트트레이닝응용+여가경영+스포츠멘탈헬스케어+스포츠ICT+스포츠산업통계및실습+스포츠마케팅론+스포츠광고및홍보론+골프매니지먼트+스포츠정책론(PBL)+스포츠융합창업+스포츠융합디자인의이해(PBL)+어드밴스드스위밍+스포츠비지니스실무+액티브에이징스포츠연구+필라테스+스포츠경기분석학+스포츠클리닉측정+스포츠소비자행동론+스포츠문화의이해+스포츠파이낸싱(PBL),0,47,각종스포츠지도자+건강관리사 및 운동처방사+경기기록원+레크리에이션강사+리조트직원+생활체육지도자+스포츠강사+스포츠과학연구원+스포츠마케터+스포츠에이전트+여가카운슬러+체육용품회사+체육유관기관직원+체육행정직공무원+퍼스널트레이너+프로스포츠선수+프로스포츠팀직원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,스포츠융합학부,U07030200427,C99999,예체능,융합기술대학,일반과정,스포츠운동심리학+구기스포츠+태권도Ⅰ+수영Ⅰ+스포츠이슈+생활체육론,83,0,건강관리사 및 운동처방사+다이어트프로그래머+생활체육지도자+스포츠강사+스포츠과학연구원+스포츠마케터+스포츠에이전트+여가레크리에이션지도자+여가카운슬러+임상병리사+체육용품회사+체육유관기관직원+체육행정직공무원+퍼스널트레이너+프로스포츠팀직원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,시스템반도체공학과,U04050200183,D15085,공학,공과대학,일반과정,미적분학프로그래밍+창의전공설계+공학수학프로그래밍+파이썬프로그래밍실습+전공세미나+알고리즘코딩테스트+CPU설계+디바이스모델링+C프로그래밍및프로젝트+C프로그래밍및프로젝트(PBL)+기초회로실험+디지털논리회로+반도체공학+파이썬프로그래밍+ZyncSoC+ASICBackEnd설계+C프로그래밍및자료구조프로젝트(PBL)+RLC회로설계+CMOS트랜지스터(PBL)+Verilog기반디지털시스템설계+ATmega시스템설계+RLC회로실험+전공실무특강+머신러닝기반회로및소자설계+MOSFET회로설계+CMOSIC공정+FPGA프로젝트+MOSFET회로실험+Linux운영체제및시스템프로그래밍+ASICFrontEnd설계+아날로그신호처리+디지털신호처리+디스플레이공학+디지털필터설계+VLSI 설계및실습+필터증폭회로실험+필터증폭회로설계+인공지능기초+컴퓨터구조+디지털영상처리+ARM기반SoC설계+캡스톤디자인(시스템반도체공학)+임베디드시스템설계및실습,52,27,LED연구 및 개발자+RFID시스템개발자+전자통신장비기술영업원+집적회로 설계 엔지니어+컴퓨터공학기술자+컴퓨터프로그래머+통신 및 관련 장비설치 및 수리원+통신공학기술자,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,식물식품공학과,U05030200208,B06064,자연과학,융합기술대학,일반과정,식품물성학+식품산업과인공지능및실험+식품제품개발론+식품가공공정학및실험+일반화학+일반생물학+식품안전위생학+천연식품학+식물생리학및실험+생화학+식품공학개론+캡스톤디자인+식물조직배양및실험+저장유통생리학및실험+식품화학(I)및실험+식품품질관리+생명공학+분자생물학+생산시설운영+식품미생물학및실험(PBL)+웰빙식품영양학+저장유통공학및실험+산업기술및세미나+식품포장학+신선식품+유전육종학+식품화학(Ⅱ),41,38,공무원+농약활성연구원+농업환경생태연구원+바이오산업 및 식품회사+생물학연구원+식품가공관련 기능종사자+식품공학기술자+식품관련 연구원+식품미생물연구원+식품분석연구원+식품영업원+식품유통업+식품조미원+식품학연구원+영양사+외식산업매니저+제과제빵기능사+제분 및 도정관련 기계조작원+조경원(원예사포함)+조리사(양식 한식 중식 일식)+특용작물재배자+한우유통관광과+화훼연구원+환경 및 보건위생검사원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,영어권지역학전공,U01010600143,A02017,인문사회,글로벌인문학부대학,일반과정,세계영어의이해+글로벌커뮤니케이션+컨벤션영어+한영AI번역에디팅입문+영상번역입문+비즈니스영어독해+영어토론연습+영상번역과대중문화+영문법+빅데이터와영어+영어권기업문화와콘텐츠마케팅(캡스톤디자인)+영-한통번역입문+영희곡과문화산업+영어학개론+미디어번역실습+북미사회지리투어(PBL)+제2언어습득이론+영어권국가의이해+메타버스와영어발표연습(SW)+비즈니스스피킹+CNN을통한국제시사+셰익스피어와근세정치+SF영화와영미과학기술문명+영어회화1+영어듣기1+영어쓰기1+영어읽기1+영어발음연습+영문학과사회+영어회화2+영어읽기2+영미역사의이해+영어권감성경제의이해+현대영어권사회와문화(PBL)+영어쓰기2+커뮤니티통역Ⅰ+영어이야기+영문화권소설+영어듣기2+영어어원연구,0,31,관광통역안내원+기자+번역가+여행안내원+외교관+의료관광코디네이터+인문사회계열교수+저작권에이전트+통역가+해외주재원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,예술학부,U07020300059,C99999,예체능,예술대학,일반과정,문화예술교육개론+공연예술제작,0,0,만화가 및 애니메이터+무대디자이너+문화콘텐츠전문가+미디어콘텐츠창작자+사진예술가+연극예술 강사+영화예술강사,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,예술학부 디지털만화영상전공,U07020200106,C12137,예체능,예술대학,일반과정,문화예술교육현장의이해와실습+캡스톤디자인+CG기초(SW)+만화애니메이션드로잉+만화애니메이션기초+만화애니메이션캐릭터워크샵+포스트프로덕션+포트폴리오+졸업작품Ⅱ+디지털영상기초+만화애니메이션발상+만화애니메이션페인팅+카툰애니메이션스토리연출+만화애니메이션 교육프로그램 개발+스토리텔링워크샵+만화·애니메이션교육론+만화애니메이션그래픽스Ⅰ+실험만화애니메이션워크샵+만화애니메이션테크닉+프로덕션+졸업작품Ⅰ(PBL)+만화·애니메이션교수학습방법+만화애니메이션그래픽스Ⅱ+표현기법워크샵+영상게임컨셉아트+콘텐츠기획제작+비쥬얼스토리텔링+만화·애니메이션기획제작및시연+만화·애니메이션교육교재교구개발및활용+스토리제작워크샵+일러스트레이션+3D그래픽스+장르만화+영상게임디자인+캐릭터연출워크샵+만화애니메이션워크샵Ⅰ+만화애니메이션감상과비평,47,0,3D그래픽전문가+VFX전문가+게임그래픽디자이너+게임시나리오작가+광고 및 홍보전문가+광고제작감독(CF감독)+대학강사+동화작가+라이팅 & 맵핑아티스트+만화가 및 애니메이터+모델러+모션그래픽아티스트+문화콘텐츠전문가+북디자이너+스토리보드아티스트+애니메이션 레이아웃아티스트+애니메이션 배경디자이너+애니메이션 캐릭터디자이너+애니메이션기획자+애니메이션원화가+애니메이션프로듀서+애니메이터+영상그래픽디자이너+웹 및 멀티미디어 디자이너+일러스트레이터+저작권에이전트+출판물기획전문가+캐릭터디자이너+콘셉아티스트+팬시 및 완구디자이너+팬시상품디자이너+학원강사,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,예술학부 디지털콘텐츠전공,U07020300294,C12999,예체능,예술대학,일반과정,2D컴퓨터그래픽스(SW)+3D컴퓨터그래픽스Ⅰ(SW)+3D컴퓨터그래픽스Ⅱ(SW)+디지털콘텐츠기획(PBL)+디지털콘텐츠프로젝트(캡스톤디자인)+3D컴퓨터그래픽스Ⅲ(SW)+경험디자인(PBL)+영상이펙트디자인2+3D애니메이션(PBL)+문화콘텐츠프로젝트(캡스톤디자인)+메타버스디자인(캡스톤디자인)+영상이펙트디자인1+디지털영상촬영과편집+드로잉과해부학+게임그래픽실무(캡스톤디자인)+디지털콘텐츠 포트폴리오(캡스톤디자인)+모션그래픽(SW)+게임디자인+AI와예술+비주얼스토리텔링+뮤직비디오+2D컨셉아트+영상콘텐츠(PBL)+웹모바일콘텐츠(PBL)+에듀테인먼트콘텐츠(PBL)+광고콘텐츠(PBL)+가상증강현실콘텐츠(PBL)+방송영상콘텐츠(캡스톤디자인)+조형과표현기법+스토리보드워크샵+캐릭터콘텐츠디자인,21,0,3D그래픽전문가+VFX전문가+게임PD+게임그래픽디자이너+게임기획자+게임애니메이터+게임운영자+게임일러스트레이터+광고기획자+광고및홍보전문가+동화작가+만화가 및 애니메이터+모바일게임프로그래머+모바일콘텐츠개발자+모션그래픽아티스트+스토리보드아티스트+온라인게임프로그래머+웹 및 멀티미디어 디자이너+일러스트레이터+캐릭터디자이너+팬시상품디자이너,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,예술학부 무대미술전공,U07050100163,C12999,예체능,예술대학,일반과정,무대미술기초+디지털렌더링+무대미술드로잉+극장과무대미술사+텍스트분석과창의표현+공간과드래프팅+재료와기법+무대의상사+졸업작품연구+무대조명디자인+무대의상디자인+무대디자인+비주얼스토리텔링+졸업전시기획+무대기술+조명디자인과영상+소품제작프로젝트(PBL)+아트앤스페이스+코스튬LAB(PBL)+무대미술창작스튜디오(PBL)+테마무대디자인(PBL)+방송무대디자인(PBL)+방송영화의상(PBL)+창착예술과라이팅+융합프로젝트+코스튬콜라보레이션(PBL)+프러덕션디자인(PBL)+공연제작워크숍(캡스톤디자인),43,54,VMD+공연기획자(행사기획자)+녹화및편집기사+무대 및 세트디자이너+무대디자이너+무대작화가+방송스타일리스트+세트디자이너+아트디렉터(소품·세트)+연극연출가+영상그래픽디자이너+조명감독+조명디자이너,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,예술학부 문화예술경영전공,U07020300293,C99999,예체능,예술대학,일반과정,아트블록체인+문화예술경영현장실습(PBL)+엔터테인먼트경영+문화예술기획(PBL)+문화예술경영학개론+문화예술교육론+공연예술이론과역사+시각예술이론과역사+한류문화산업+창조도시와문화재생+공연예술경영론+시각예술경영론+지역사회와축제경영+박물관미술관경영+문화예술재원조성+공연기획실습1+공연장경영+문화콘텐츠경영+전시기획실습1+문화예술비영리단체경영+전시기획실습2+1인미디어기획및제작+문화예술정책론+문화전략+문화예술기획(캡스톤디자인)+문화법+문화예술조사방법론+공연기획실습2,23,34,경영컨설턴트+공연기획자(행사기획자)+교육행정사무원+놀이치료사+마케팅 및 여론조사전문가+무용기획가+문화센터강사+문화재보존가+문화재보존원+문화콘텐츠전문가+미술가+미술관장+미술교사+미술치료사+박물관장+방과후교사+방송연출가+연극연출가+음악교사+음악치료사+일반공무원+저작권에이전트+체육교사+큐레이터+특수교사+학예사,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,예술학부 사진영상미디어전공,U07020200105,C12135,예체능,예술대학,일반과정,영상크리에이터Ⅰ+ARVR콘텐츠+뉴트로포토그래피(PBL)+1인미디어기획및제작+사진촬영Ⅰ+창의적사고와행위+영상크리에이터Ⅱ+사진의역사+조명실기(PBL)+중급디지털사진(PBL)+영상미디어실기Ⅰ(PBL)+다큐멘터리사진(PBL)+영상미디어실기Ⅱ(PBL)+피플포츄레이트 사진(PBL)+드론촬영실기+패션사진(PBL)+예술사진Ⅰ(PBL)+포토저널리즘(PBL)+광고사진Ⅰ(PBL)+작품사진실기Ⅰ(캡스톤)+커리어매니지먼트(PBL)+현대사진미학+예술사진Ⅱ(PBL)+아날로그디지털컬러프린팅Ⅰ+사진촬영Ⅱ+아날로그디지털컬러프린팅Ⅱ+작품사진실기Ⅱ(PBL)+사진과글+사진교육론+뉴미디어+사진교수학습방법(유아초등중등일반)+사진교수학습프로그램개발+비주얼저널리즘(PBL)+광고사진Ⅱ(PBL)+고급디지털사진(PBL),31,0,뮤직코디네이터+방송기자+사진예술가+사진작가+스튜디오운영+신문기자+아티스트+촬영감독+촬영기자+패션및광고사진가+편집디자이너,2023-02-22,2023-12-27,B340014,한국대학교육협의회
